txt_id,sen_ix,sentence,label_seq,pos_seq,labeled_sentence,genre
kcu-fragment02,1615,Oh I think I 've got one .,"[0, 0, 0, 0, 0, 0, 0, 0]","['INTJ', 'PRON', 'VERB', 'PRON', 'VERB', 'VERB', 'NUM', 'PUNCT']",Oh I think I 've got one .,conversation
kcu-fragment02,2176,Sammy wants a wee wee !,"[0, 0, 0, 0, 0, 0]","['PROPN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']",Sammy wants a wee wee !,conversation
a4d-fragment02,112,I have no doubt that others will be added .,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'VERB', 'PUNCT']",I M_have no doubt that others will be added .,news
a1l-fragment01,3,"THESE days , no one questions the importance of good books for the under-fives .","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","M_THESE days , no one questions the importance of good books for the M_under-fives .",news
cdb-fragment02,400,A bloody good thing or our childhood would have been a misery instead of just a bore .,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['DET', 'ADJ', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'VERB', 'VERB', 'VERB', 'DET', 'NOUN', 'ADV', 'ADP', 'ADV', 'DET', 'NOUN', 'PUNCT']",A M_bloody good M_thing or our childhood would have been a misery instead of just a bore .,fiction
fet-fragment01,214,He followed the other two into the dark shadows of the room housing the Low Countries .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['PRON', 'VERB', 'DET', 'ADJ', 'NUM', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT']",He followed the other two into the dark shadows of the room M_housing the Low Countries .,fiction
kcv-fragment42,4551,I do n't mind for about two three days,"[0, 0, 0, 0, 0, 1, 0, 0, 0]","['PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'ADV', 'NUM', 'NUM', 'NOUN']",I do n't mind for M_about two three days,conversation
kbd-fragment07,2471,Well you 'd only need one .,"[0, 0, 0, 0, 0, 0, 0]","['INTJ', 'PRON', 'VERB', 'ADV', 'VERB', 'NUM', 'PUNCT']",Well you 'd only need one .,conversation
ac2-fragment06,1375,"My dear , they 'll do whatever they feel is necessary to do .","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'VERB', 'ADJ', 'PRON', 'VERB', 'VERB', 'ADJ', 'PART', 'VERB', 'PUNCT']","My dear , they 'll do whatever they M_feel is necessary to do .",fiction
as6-fragment02,367,"Throughout 1980 and 1981 debates about the riots in the media , in Parliament , and in various official reports hinged around the interrelationship between racial , law-and-order , and social factors .","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","['ADP', 'NUM', 'CCONJ', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'PROPN', 'PUNCT', 'CCONJ', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']","M_Throughout 1980 and 1981 debates M_about the riots M_in the media , M_in Parliament , and M_in various official reports M_hinged M_around the interrelationship M_between racial , law-and-order , and social M_factors .",academic
kcf-fragment14,1465,You got central heating !,"[0, 0, 0, 0, 0]","['PRON', 'VERB', 'ADJ', 'NOUN', 'PUNCT']",You got central heating !,conversation
fpb-fragment01,1378,"You 'll have money problems as long as you gamble , Adam .","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADV', 'ADV', 'ADP', 'PRON', 'VERB', 'PUNCT', 'PROPN', 'PUNCT']","You 'll M_have money problems as long as you gamble , Adam .",fiction
ac2-fragment06,1491,I 've grown up in it .,"[0, 0, 1, 1, 1, 0, 0]","['PRON', 'VERB', 'VERB', 'PART', 'ADP', 'PRON', 'PUNCT']",I 've M_grown M_up M_in it .,fiction
acj-fragment01,119,The fault element for many serious offences is intent or recklessness : why should this not suffice for murder ?,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['DET', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'CCONJ', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'DET', 'ADV', 'VERB', 'ADP', 'NOUN', 'PUNCT']",The fault M_element for many M_serious offences is intent or recklessness : why should M_this not suffice for murder ?,academic
kb7-fragment10,2291,Erm I mean it was a top floor flat .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['NOUN', 'PRON', 'VERB', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADV', 'PUNCT']",Erm I mean it was a top floor flat .,conversation
clp-fragment01,880,A manual is usually in the form of a book or booklet which is sent with the hardware from the maker to the customer .,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['DET', 'NOUN', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",A manual is usually M_in the M_form of a book or booklet which is sent with the hardware from the maker to the customer .,academic
ab9-fragment03,994,Let's go to the flicks .,"[0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']",Let's go to the flicks .,fiction
kbw-fragment42,14853,and could ask if publications can,"[0, 0, 0, 0, 0, 0]","['CCONJ', 'VERB', 'VERB', 'ADP', 'NOUN', 'VERB']",and could ask if publications can,conversation
ac2-fragment06,1523,He instructed Mueller to phase-out vehicle manufacture in the UK .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'PROPN', 'PART', 'PART', 'NOUN', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']",He instructed Mueller to phase-out vehicle manufacture in the UK .,fiction
fpb-fragment01,1187,"Quite a smooth landing , the instructor said approvingly He hesitated , then warned , Next time be careful not to land too fast or you 'll run out of runway .","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","['ADJ', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'ADV', 'PRON', 'VERB', 'PUNCT', 'ADV', 'VERB', 'PUNCT', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'ADV', 'PART', 'VERB', 'ADV', 'ADV', 'CCONJ', 'PRON', 'VERB', 'VERB', 'ADP', 'ADP', 'NOUN', 'PUNCT']","Quite a M_smooth landing , the instructor said approvingly He hesitated , then warned , M_Next time be careful not to land too fast or you 'll M_run M_out of runway .",fiction
kbp-fragment09,3771,They were smashing shops and burning cars and what,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'CCONJ', 'NOUN']",They were smashing shops and burning cars and what,conversation
bpa-fragment14,2056,"I agree , she said without hesitation .","[0, 0, 0, 0, 0, 1, 0, 0]","['PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADP', 'NOUN', 'PUNCT']","I agree , she said M_without hesitation .",fiction
kbd-fragment07,2304,"I give them a , I did give them a good rinse afterwards though .","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'PRON', 'DET', 'PUNCT', 'PRON', 'VERB', 'VERB', 'PRON', 'DET', 'ADJ', 'NOUN', 'ADV', 'ADV', 'PUNCT']","I M_give them a , I did M_give them a good rinse afterwards though .",conversation
ac2-fragment06,1324,He had heard that expression before .,"[0, 0, 0, 1, 0, 1, 0]","['PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADV', 'PUNCT']",He had heard M_that expression M_before .,fiction
bpa-fragment14,2120,Nell shuddered .,"[0, 0, 0]","['PROPN', 'VERB', 'PUNCT']",Nell shuddered .,fiction
acj-fragment01,39,One argument in favour of the mandatory sentence of life imprisonment is that it amounts to a symbolic indication of the unique heinousness of murder .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'ADP', 'PRON', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",One argument in favour of the mandatory sentence of life imprisonment is that it M_amounts M_to a symbolic indication of the unique heinousness of murder .,academic
a1n-fragment18,352,"They are so frequent these days in London , which has eight of 20 First Division clubs , that we must expect aesthetic considerations to be overridden .","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'ADV', 'ADJ', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'ADJ', 'VERB', 'NUM', 'ADP', 'NUM', 'PROPN', 'PROPN', 'NOUN', 'PUNCT', 'ADP', 'PRON', 'VERB', 'VERB', 'ADJ', 'NOUN', 'PART', 'VERB', 'ADJ', 'PUNCT']","They are so frequent M_these days in London , which M_has eight of 20 First Division clubs , that we must expect aesthetic considerations to be overridden .",news
clp-fragment01,778,One is to acquire a human asset multiplier for each level of staff .,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","['NUM', 'VERB', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']",One is to M_acquire a human M_asset multiplier for each M_level of staff .,academic
kcu-fragment02,1972,That one 's nice over by there cos it 's got the long hair .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['DET', 'NOUN', 'VERB', 'ADJ', 'ADV', 'ADP', 'ADV', 'ADP', 'PRON', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']",That one 's nice over by there cos it 's M_got the long hair .,conversation
ccw-fragment03,1636,Why the hell did n't you use fenders when you tied alongside ?,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADV', 'DET', 'NOUN', 'VERB', 'ADV', 'PRON', 'VERB', 'NOUN', 'ADV', 'PRON', 'VERB', 'ADV', 'PUNCT']",Why the M_hell did n't you use fenders when you tied alongside ?,fiction
kbw-fragment17,6049,Well you tell him !,"[0, 0, 0, 0, 0]","['INTJ', 'PRON', 'VERB', 'PRON', 'PUNCT']",Well you tell him !,conversation
kb7-fragment10,2356,Thank you very much .,"[0, 0, 0, 0, 0]","['VERB', 'PRON', 'ADV', 'ADV', 'PUNCT']",Thank you very much .,conversation
b1g-fragment02,1180,There are signs that this imbalance is being rectified ( Zeigler et al. 1983 ) .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADV', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'VERB', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT']",There are signs that this imbalance is being rectified ( Zeigler et al. 1983 ) .,academic
cb5-fragment02,3399,Then he stood up and quickly began to dress .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADV', 'PRON', 'VERB', 'PART', 'CCONJ', 'ADV', 'VERB', 'PART', 'VERB', 'PUNCT']",Then he stood up and quickly began to dress .,fiction
bpa-fragment14,2057,"Their tense , edgy faces watched Delaney closely .","[0, 1, 0, 1, 0, 1, 0, 1, 0]","['ADJ', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'VERB', 'PROPN', 'ADV', 'PUNCT']","Their M_tense , M_edgy faces M_watched Delaney M_closely .",fiction
kbd-fragment07,2402,"No , no , I use it 's usually fucked .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['INTJ', 'PUNCT', 'INTJ', 'PUNCT', 'PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'VERB', 'PUNCT']","No , no , I use it 's usually fucked .",conversation
b1g-fragment02,1101,It also noted that ownership of and access to environmental data was a policy matter of the greatest importance ; this may be more difficult in within country data than with global data since the latter are often already the subject of international exchange agreements at zero cost .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'ADV', 'VERB', 'ADP', 'NOUN', 'ADP', 'CCONJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'VERB', 'VERB', 'ADV', 'ADJ', 'ADP', 'ADP', 'NOUN', 'NOUN', 'ADP', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'VERB', 'ADV', 'ADV', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT']",It also noted that ownership of and access to environmental data was a policy matter of the greatest importance ; this may be more difficult in within country data than with global data since the latter are often already the subject of international exchange agreements at zero cost .,academic
kbw-fragment11,4058,"know what it was about , but it was pathetic !","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['VERB', 'NOUN', 'PRON', 'VERB', 'ADP', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'ADJ', 'PUNCT']","know what it was M_about , but it was pathetic !",conversation
ahf-fragment24,553,"By most measures Meadowell is the worst council estate in Britain , and probably the most notorious since the riots last September , which followed the deaths of joyriders Colin Atkins and Dale Robson in a police chase .","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['ADP', 'ADJ', 'NOUN', 'PROPN', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'CCONJ', 'ADV', 'DET', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'PROPN', 'PUNCT', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']","By most M_measures Meadowell is the worst council estate in Britain , and probably the most notorious since the riots last September , which M_followed the deaths of joyriders Colin Atkins and Dale Robson M_in a police chase .",news
kbd-fragment07,2689,I think it 's about time I got my share of the,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'NOUN', 'PRON', 'VERB', 'ADJ', 'NOUN', 'ADP', 'DET']",I think it 's M_about time I got my share of the,conversation
kbj-fragment17,1540,You got it ?,"[0, 1, 0, 0]","['PRON', 'VERB', 'PRON', 'PUNCT']",You M_got it ?,conversation
kbw-fragment17,6260,"I 've forgotten , about being in mud was it a ?","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'VERB', 'PUNCT', 'ADP', 'VERB', 'ADP', 'NOUN', 'VERB', 'PRON', 'DET', 'PUNCT']","I 've forgotten , M_about being in mud was it a ?",conversation
al0-fragment06,188,"The villagers of Ramsala , recipients of the Palm Beach dollars , explained to the cameras that they desperately needed a clinic .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PRON', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT']","The villagers of Ramsala , recipients of the Palm Beach dollars , M_explained M_to the cameras that they desperately needed a clinic .",news
kcf-fragment14,1363,And does nan walk or have a wheelchair ?,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","['CCONJ', 'VERB', 'NOUN', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT']",And does nan walk or have a wheelchair ?,conversation
b1g-fragment02,858,"Conversely , a large-scale and long-period phenomenon such as the movement of tectonic plates can lead to local stress accumulation and to its release by an earthquake in a few seconds and with highly local effects .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ADV', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'ADP', 'ADV', 'ADJ', 'NOUN', 'PUNCT']","Conversely , a large-scale and long-period phenomenon such as the movement of tectonic plates can lead to local stress accumulation and to its release by an earthquake in a few seconds and with highly local effects .",academic
ac2-fragment06,1583,He decided against telling Georgina about his meeting with Muldoon .,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'ADP', 'VERB', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT']",He decided M_against telling Georgina M_about his meeting with Muldoon .,fiction
bpa-fragment14,2200,"Nell pulled it off , got close to the door , and shouted .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PROPN', 'VERB', 'PRON', 'PART', 'PUNCT', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'PUNCT']","Nell pulled it off , got close to the door , and shouted .",fiction
kbp-fragment09,4087,I mean a letter does n't,"[0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'DET', 'NOUN', 'VERB', 'ADV']",I mean a letter does n't,conversation
b1g-fragment02,1167,Thanks are due to Tina Buckle and Jonathan Raper for remastering the diagrams .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['NOUN', 'VERB', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT']",Thanks are due to Tina Buckle and Jonathan Raper for remastering the diagrams .,academic
kbh-fragment02,214,That take me nearly all the er,"[1, 1, 0, 0, 0, 0, 0]","['DET', 'VERB', 'PRON', 'ADV', 'ADJ', 'DET', 'INTJ']",M_That M_take me nearly all the er,conversation
fpb-fragment01,1091,"I just want a short-term relationship , without responsibility .","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['PRON', 'ADV', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'PUNCT']","I just want a short-term relationship , M_without responsibility .",fiction
g0l-fragment01,334,She laughed with him .,"[0, 0, 0, 0, 0]","['PRON', 'VERB', 'ADP', 'PRON', 'PUNCT']",She laughed with him .,fiction
fet-fragment01,140,John House says .,"[0, 0, 0, 0]","['PROPN', 'PROPN', 'VERB', 'PUNCT']",John House says .,fiction
al5-fragment03,31,"By next year , she is confident that two thirds of hospitals will have become self-governing trusts within the NHS .","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['ADP', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADJ', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']","M_By M_next year , she is confident that two thirds of hospitals will have become self-governing trusts M_within the NHS .",news
kbw-fragment42,14919,Yeah I had it go over there,"[0, 0, 0, 0, 1, 0, 0]","['INTJ', 'PRON', 'VERB', 'PRON', 'VERB', 'ADV', 'ADV']",Yeah I had it M_go over there,conversation
fet-fragment01,120,""" Sometimes I wish he did , "" said Frederica .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PUNCT', 'ADV', 'PRON', 'VERB', 'PRON', 'VERB', 'PUNCT', 'PUNCT', 'VERB', 'PROPN', 'PUNCT']",""" Sometimes I wish he did , "" said Frederica .",fiction
kcf-fragment14,1292,Well what does it cost to get a little what 's a name now ?,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['INTJ', 'NOUN', 'VERB', 'PRON', 'VERB', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADV', 'PUNCT']",Well what does it cost to get a M_little what 's a name now ?,conversation
g0l-fragment01,381,That tap sorted us both out .,"[1, 0, 1, 0, 0, 1, 0]","['DET', 'NOUN', 'VERB', 'PRON', 'DET', 'PART', 'PUNCT']",M_That tap M_sorted us both M_out .,fiction
a38-fragment01,20,In years to come the percentage difference is likely to be much larger .,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['ADP', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'PART', 'VERB', 'ADV', 'ADJ', 'PUNCT']",M_In years to M_come the percentage difference is likely to be much M_larger .,news
cdb-fragment04,965,"It was almost a year since he had been there and in that time nothing had been done , nothing had been touched .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'PRON', 'VERB', 'VERB', 'ADV', 'CCONJ', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'VERB', 'VERB', 'PUNCT', 'NOUN', 'VERB', 'VERB', 'VERB', 'PUNCT']","It was almost a year since he had been there and M_in M_that time nothing had been done , nothing had been touched .",fiction
g0l-fragment01,122,"It was a cold reminder of their world , of the business they traded in daily .","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'ADV', 'PUNCT']","It was a M_cold reminder of their world , of the business they M_traded M_in daily .",fiction
g0l-fragment01,270,That 's where Trimmler said he would meet Goodenache .,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['DET', 'VERB', 'ADV', 'PROPN', 'VERB', 'PRON', 'VERB', 'VERB', 'PROPN', 'PUNCT']",M_That 's where Trimmler said he would meet Goodenache .,fiction
kbh-fragment41,5225,She 's done started it already .,"[0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'VERB', 'VERB', 'PRON', 'ADV', 'PUNCT']",She 's done started it already .,conversation
a1k-fragment02,30,GENERAL TIPS A general rule for pub rock patrons is that the quality of music will be in inverse proportion to the quality of the beer ( except at Finsbury Park 's Sir George Robey where an excellent music policy comes complete with a decent pint of Guinness ) .,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","['PROPN', 'PROPN', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'ADP', 'PROPN', 'PROPN', 'PART', 'PROPN', 'PROPN', 'PROPN', 'ADV', 'DET', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PUNCT']",GENERAL TIPS A general M_rule for pub rock patrons is that the quality of music will be in inverse proportion to the quality of the beer ( except at Finsbury Park 's Sir George Robey where an excellent music policy M_comes M_complete with a M_decent pint of Guinness ) .,news
kbw-fragment04,2702,Mummy wash up .,"[0, 0, 0, 0]","['PROPN', 'VERB', 'PART', 'PUNCT']",Mummy wash up .,conversation
a6u-fragment02,234,"In their formal language , Kahlo 's works are exemplary of certain feminist arguments ; the adoption of the decorative , the intimate and non-fine art mediums reveals the restrictive nature of traditional definitions of high art .","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","['ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PART', 'NOUN', 'VERB', 'ADJ', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","M_In their M_formal M_language , Kahlo 's works are exemplary of certain feminist arguments ; the M_adoption of the decorative , the intimate and M_non-fine art mediums M_reveals the restrictive M_nature of traditional definitions of M_high art .",academic
kbh-fragment09,1264,Hold me a little bit .,"[0, 0, 0, 1, 1, 0]","['VERB', 'PRON', 'DET', 'ADJ', 'NOUN', 'PUNCT']",Hold me a M_little M_bit .,conversation
kbw-fragment04,2518,He took an omelette .,"[0, 0, 0, 0, 0]","['PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']",He took an omelette .,conversation
kbh-fragment01,12,"He goes round saying wicked , it 's his favourite word .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'ADV', 'VERB', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","He goes round saying wicked , it 's his favourite word .",conversation
